Essay ID,Edit Style,System,Metric,Submetric,Score
36,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,51.4
37,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,45.45
38,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,61.73
39,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,47.12
40,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,56.82
41,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,64.75
42,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,65.71
43,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,66.86
44,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,50.0
45,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,65.89
46,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,69.7
47,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,53.19
48,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,56.23
49,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,69.85
50,Fluency,UAM-CSI,ERRANT,$\text{F}_{0.5}$-Score,64.81
1,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,70.18
2,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,61.22
3,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,55.08
4,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,29.63
5,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,39.47
6,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,50.39
7,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,55.56
8,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,31.65
9,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,23.26
10,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,75.0
11,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,38.04
12,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,56.45
13,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,61.07
14,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,51.19
15,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,73.17
16,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,44.35
17,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,57.69
18,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,38.46
19,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,37.83
20,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,35.71
21,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,59.7
22,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,44.12
23,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,48.95
24,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,37.74
25,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,65.22
26,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,36.08
27,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,50.0
28,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,46.15
29,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,60.0
30,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,56.49
31,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,50.25
32,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,43.94
33,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,28.17
34,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,42.11
35,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,28.78
36,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,42.11
37,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,42.37
38,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,55.56
39,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,50.25
40,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,45.98
41,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,71.94
42,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,62.84
43,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,34.09
44,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,35.71
45,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,50.56
46,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,45.95
47,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,45.28
48,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,46.92
49,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,60.71
50,Minimal,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,43.21
1,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,61.54
2,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,49.18
3,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,43.65
4,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,29.24
5,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,35.21
6,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,43.35
7,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,46.73
8,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,21.59
9,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,29.41
10,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,63.95
11,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,43.75
12,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,50.0
13,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,38.46
14,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,41.1
15,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,75.58
16,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,52.08
17,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,45.14
18,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,48.39
19,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,36.14
20,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,51.55
21,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,44.78
22,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,39.12
23,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,45.71
24,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,31.91
25,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,42.86
26,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,35.95
27,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,37.67
28,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,37.38
29,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,65.79
30,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,41.82
31,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,48.94
32,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,33.26
33,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,34.81
34,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,30.73
35,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,24.23
36,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,25.93
37,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,54.55
38,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,52.94
39,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,42.65
40,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,42.06
41,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,64.52
42,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,54.97
43,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,31.25
44,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,25.0
45,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,57.52
46,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,38.65
47,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,39.09
48,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,44.51
49,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,48.61
50,Fluency,Viking-7B,ERRANT,$\text{F}_{0.5}$-Score,32.47
1,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,68.86
2,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,71.43
3,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,39.16
4,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,34.35
5,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,47.17
6,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,48.28
7,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,45.45
8,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,33.76
9,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,30.49
10,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,79.27
11,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,62.5
12,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,53.03
13,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,60.87
14,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,48.04
15,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,64.1
16,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,53.57
17,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,59.66
18,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,82.19
19,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,50.27
20,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,57.97
21,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,69.62
22,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,48.15
23,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,40.94
24,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,46.39
25,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,69.23
26,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,29.41
27,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,51.37
28,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,71.43
29,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,56.25
30,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,65.12
31,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,40.36
32,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,35.63
33,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,30.77
34,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,37.41
35,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,35.93
36,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,32.52
37,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,51.28
38,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,58.82
39,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,50.9
40,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,39.47
41,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,69.93
42,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,62.84
43,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,47.62
44,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,55.56
45,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,50.56
46,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,44.2
47,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,48.0
48,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,43.25
49,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,64.39
50,Minimal,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,49.3
1,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,55.87
2,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,50.72
3,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,37.97
4,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,37.04
5,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,38.46
6,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,41.42
7,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,33.71
8,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,24.89
9,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,34.68
10,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,73.37
11,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,62.5
12,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,54.69
13,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,40.74
14,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,42.03
15,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,58.51
16,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,39.47
17,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,61.05
18,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,45.45
19,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,37.62
20,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,58.82
21,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,56.34
22,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,44.03
23,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,51.43
24,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,44.0
25,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,51.55
26,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,19.48
27,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,44.52
28,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,42.11
29,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,72.73
30,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,66.5
31,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,36.05
32,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,30.34
33,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,23.81
34,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,34.76
35,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,34.29
36,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,29.63
37,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,40.4
38,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,58.82
39,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,30.66
40,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,46.73
41,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,50.31
42,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,60.21
43,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,43.48
44,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,55.56
45,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,54.74
46,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,46.96
47,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,37.15
48,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,42.03
49,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,59.03
50,Fluency,Viking-13B,ERRANT,$\text{F}_{0.5}$-Score,50.0
1,Minimal,UAM-CSI,Scribendi Score,,1.0
2,Minimal,UAM-CSI,Scribendi Score,,1.0
3,Minimal,UAM-CSI,Scribendi Score,,1.0
4,Minimal,UAM-CSI,Scribendi Score,,1.0
5,Minimal,UAM-CSI,Scribendi Score,,1.0
6,Minimal,UAM-CSI,Scribendi Score,,1.0
7,Minimal,UAM-CSI,Scribendi Score,,1.0
8,Minimal,UAM-CSI,Scribendi Score,,1.0
9,Minimal,UAM-CSI,Scribendi Score,,1.0
10,Minimal,UAM-CSI,Scribendi Score,,1.0
11,Minimal,UAM-CSI,Scribendi Score,,1.0
12,Minimal,UAM-CSI,Scribendi Score,,1.0
13,Minimal,UAM-CSI,Scribendi Score,,1.0
14,Minimal,UAM-CSI,Scribendi Score,,1.0
15,Minimal,UAM-CSI,Scribendi Score,,1.0
16,Minimal,UAM-CSI,Scribendi Score,,1.0
17,Minimal,UAM-CSI,Scribendi Score,,1.0
18,Minimal,UAM-CSI,Scribendi Score,,1.0
19,Minimal,UAM-CSI,Scribendi Score,,1.0
20,Minimal,UAM-CSI,Scribendi Score,,1.0
21,Minimal,UAM-CSI,Scribendi Score,,1.0
22,Minimal,UAM-CSI,Scribendi Score,,1.0
23,Minimal,UAM-CSI,Scribendi Score,,1.0
24,Minimal,UAM-CSI,Scribendi Score,,1.0
25,Minimal,UAM-CSI,Scribendi Score,,1.0
26,Minimal,UAM-CSI,Scribendi Score,,1.0
27,Minimal,UAM-CSI,Scribendi Score,,1.0
28,Minimal,UAM-CSI,Scribendi Score,,1.0
29,Minimal,UAM-CSI,Scribendi Score,,1.0
30,Minimal,UAM-CSI,Scribendi Score,,1.0
31,Minimal,UAM-CSI,Scribendi Score,,1.0
32,Minimal,UAM-CSI,Scribendi Score,,1.0
33,Minimal,UAM-CSI,Scribendi Score,,1.0
34,Minimal,UAM-CSI,Scribendi Score,,1.0
35,Minimal,UAM-CSI,Scribendi Score,,1.0
36,Minimal,UAM-CSI,Scribendi Score,,1.0
37,Minimal,UAM-CSI,Scribendi Score,,1.0
38,Minimal,UAM-CSI,Scribendi Score,,1.0
39,Minimal,UAM-CSI,Scribendi Score,,1.0
40,Minimal,UAM-CSI,Scribendi Score,,1.0
41,Minimal,UAM-CSI,Scribendi Score,,1.0
42,Minimal,UAM-CSI,Scribendi Score,,1.0
43,Minimal,UAM-CSI,Scribendi Score,,1.0
44,Minimal,UAM-CSI,Scribendi Score,,1.0
45,Minimal,UAM-CSI,Scribendi Score,,1.0
46,Minimal,UAM-CSI,Scribendi Score,,1.0
47,Minimal,UAM-CSI,Scribendi Score,,1.0
48,Minimal,UAM-CSI,Scribendi Score,,1.0
49,Minimal,UAM-CSI,Scribendi Score,,1.0
50,Minimal,UAM-CSI,Scribendi Score,,1.0
1,Fluency,UAM-CSI,Scribendi Score,,1.0
2,Fluency,UAM-CSI,Scribendi Score,,1.0
3,Fluency,UAM-CSI,Scribendi Score,,1.0
4,Fluency,UAM-CSI,Scribendi Score,,1.0
5,Fluency,UAM-CSI,Scribendi Score,,1.0
6,Fluency,UAM-CSI,Scribendi Score,,1.0
7,Fluency,UAM-CSI,Scribendi Score,,1.0
8,Fluency,UAM-CSI,Scribendi Score,,1.0
9,Fluency,UAM-CSI,Scribendi Score,,1.0
10,Fluency,UAM-CSI,Scribendi Score,,1.0
11,Fluency,UAM-CSI,Scribendi Score,,1.0
12,Fluency,UAM-CSI,Scribendi Score,,1.0
13,Fluency,UAM-CSI,Scribendi Score,,1.0
14,Fluency,UAM-CSI,Scribendi Score,,1.0
15,Fluency,UAM-CSI,Scribendi Score,,1.0
16,Fluency,UAM-CSI,Scribendi Score,,1.0
17,Fluency,UAM-CSI,Scribendi Score,,1.0
18,Fluency,UAM-CSI,Scribendi Score,,1.0
19,Fluency,UAM-CSI,Scribendi Score,,1.0
20,Fluency,UAM-CSI,Scribendi Score,,1.0
21,Fluency,UAM-CSI,Scribendi Score,,1.0
22,Fluency,UAM-CSI,Scribendi Score,,1.0
23,Fluency,UAM-CSI,Scribendi Score,,1.0
24,Fluency,UAM-CSI,Scribendi Score,,1.0
25,Fluency,UAM-CSI,Scribendi Score,,1.0
26,Fluency,UAM-CSI,Scribendi Score,,1.0
27,Fluency,UAM-CSI,Scribendi Score,,1.0
28,Fluency,UAM-CSI,Scribendi Score,,1.0
29,Fluency,UAM-CSI,Scribendi Score,,1.0
30,Fluency,UAM-CSI,Scribendi Score,,1.0
31,Fluency,UAM-CSI,Scribendi Score,,1.0
32,Fluency,UAM-CSI,Scribendi Score,,1.0
33,Fluency,UAM-CSI,Scribendi Score,,1.0
34,Fluency,UAM-CSI,Scribendi Score,,1.0
35,Fluency,UAM-CSI,Scribendi Score,,1.0
36,Fluency,UAM-CSI,Scribendi Score,,1.0
37,Fluency,UAM-CSI,Scribendi Score,,1.0
38,Fluency,UAM-CSI,Scribendi Score,,1.0
39,Fluency,UAM-CSI,Scribendi Score,,1.0
40,Fluency,UAM-CSI,Scribendi Score,,1.0
41,Fluency,UAM-CSI,Scribendi Score,,1.0
42,Fluency,UAM-CSI,Scribendi Score,,1.0
43,Fluency,UAM-CSI,Scribendi Score,,1.0
44,Fluency,UAM-CSI,Scribendi Score,,1.0
45,Fluency,UAM-CSI,Scribendi Score,,1.0
46,Fluency,UAM-CSI,Scribendi Score,,1.0
47,Fluency,UAM-CSI,Scribendi Score,,1.0
48,Fluency,UAM-CSI,Scribendi Score,,1.0
49,Fluency,UAM-CSI,Scribendi Score,,1.0
50,Fluency,UAM-CSI,Scribendi Score,,1.0
1,Minimal,Viking-7B,Scribendi Score,,1.0
2,Minimal,Viking-7B,Scribendi Score,,1.0
3,Minimal,Viking-7B,Scribendi Score,,1.0
4,Minimal,Viking-7B,Scribendi Score,,1.0
5,Minimal,Viking-7B,Scribendi Score,,1.0
6,Minimal,Viking-7B,Scribendi Score,,1.0
7,Minimal,Viking-7B,Scribendi Score,,1.0
8,Minimal,Viking-7B,Scribendi Score,,1.0
9,Minimal,Viking-7B,Scribendi Score,,1.0
10,Minimal,Viking-7B,Scribendi Score,,1.0
11,Minimal,Viking-7B,Scribendi Score,,1.0
12,Minimal,Viking-7B,Scribendi Score,,1.0
13,Minimal,Viking-7B,Scribendi Score,,1.0
14,Minimal,Viking-7B,Scribendi Score,,1.0
15,Minimal,Viking-7B,Scribendi Score,,1.0
16,Minimal,Viking-7B,Scribendi Score,,1.0
17,Minimal,Viking-7B,Scribendi Score,,1.0
18,Minimal,Viking-7B,Scribendi Score,,1.0
19,Minimal,Viking-7B,Scribendi Score,,1.0
20,Minimal,Viking-7B,Scribendi Score,,1.0
21,Minimal,Viking-7B,Scribendi Score,,1.0
22,Minimal,Viking-7B,Scribendi Score,,1.0
23,Minimal,Viking-7B,Scribendi Score,,1.0
24,Minimal,Viking-7B,Scribendi Score,,1.0
25,Minimal,Viking-7B,Scribendi Score,,1.0
26,Minimal,Viking-7B,Scribendi Score,,1.0
27,Minimal,Viking-7B,Scribendi Score,,1.0
28,Minimal,Viking-7B,Scribendi Score,,1.0
29,Minimal,Viking-7B,Scribendi Score,,1.0
30,Minimal,Viking-7B,Scribendi Score,,1.0
31,Minimal,Viking-7B,Scribendi Score,,1.0
32,Minimal,Viking-7B,Scribendi Score,,1.0
33,Minimal,Viking-7B,Scribendi Score,,1.0
34,Minimal,Viking-7B,Scribendi Score,,1.0
35,Minimal,Viking-7B,Scribendi Score,,1.0
36,Minimal,Viking-7B,Scribendi Score,,1.0
37,Minimal,Viking-7B,Scribendi Score,,1.0
38,Minimal,Viking-7B,Scribendi Score,,1.0
39,Minimal,Viking-7B,Scribendi Score,,1.0
40,Minimal,Viking-7B,Scribendi Score,,1.0
41,Minimal,Viking-7B,Scribendi Score,,1.0
42,Minimal,Viking-7B,Scribendi Score,,1.0
43,Minimal,Viking-7B,Scribendi Score,,1.0
44,Minimal,Viking-7B,Scribendi Score,,1.0
45,Minimal,Viking-7B,Scribendi Score,,1.0
46,Minimal,Viking-7B,Scribendi Score,,1.0
47,Minimal,Viking-7B,Scribendi Score,,1.0
48,Minimal,Viking-7B,Scribendi Score,,1.0
49,Minimal,Viking-7B,Scribendi Score,,1.0
50,Minimal,Viking-7B,Scribendi Score,,1.0
1,Fluency,Viking-7B,Scribendi Score,,1.0
2,Fluency,Viking-7B,Scribendi Score,,1.0
3,Fluency,Viking-7B,Scribendi Score,,1.0
4,Fluency,Viking-7B,Scribendi Score,,1.0
5,Fluency,Viking-7B,Scribendi Score,,1.0
6,Fluency,Viking-7B,Scribendi Score,,1.0
7,Fluency,Viking-7B,Scribendi Score,,1.0
8,Fluency,Viking-7B,Scribendi Score,,1.0
9,Fluency,Viking-7B,Scribendi Score,,1.0
10,Fluency,Viking-7B,Scribendi Score,,1.0
11,Fluency,Viking-7B,Scribendi Score,,1.0
12,Fluency,Viking-7B,Scribendi Score,,1.0
13,Fluency,Viking-7B,Scribendi Score,,1.0
14,Fluency,Viking-7B,Scribendi Score,,1.0
15,Fluency,Viking-7B,Scribendi Score,,1.0
16,Fluency,Viking-7B,Scribendi Score,,1.0
17,Fluency,Viking-7B,Scribendi Score,,1.0
18,Fluency,Viking-7B,Scribendi Score,,1.0
19,Fluency,Viking-7B,Scribendi Score,,1.0
20,Fluency,Viking-7B,Scribendi Score,,1.0
21,Fluency,Viking-7B,Scribendi Score,,1.0
22,Fluency,Viking-7B,Scribendi Score,,1.0
23,Fluency,Viking-7B,Scribendi Score,,1.0
24,Fluency,Viking-7B,Scribendi Score,,1.0
25,Fluency,Viking-7B,Scribendi Score,,1.0
26,Fluency,Viking-7B,Scribendi Score,,1.0
27,Fluency,Viking-7B,Scribendi Score,,1.0
28,Fluency,Viking-7B,Scribendi Score,,1.0
29,Fluency,Viking-7B,Scribendi Score,,1.0
30,Fluency,Viking-7B,Scribendi Score,,1.0
31,Fluency,Viking-7B,Scribendi Score,,1.0
32,Fluency,Viking-7B,Scribendi Score,,1.0
33,Fluency,Viking-7B,Scribendi Score,,1.0
34,Fluency,Viking-7B,Scribendi Score,,1.0
35,Fluency,Viking-7B,Scribendi Score,,1.0
36,Fluency,Viking-7B,Scribendi Score,,1.0
